DOW;AUT;ACH;SOI;IDN5;NM5;IDN4;NM4;IDN3;NM3;IDN2;NM2;VYMERA;NUTS1;NUTS1_CODE;NUTS2;NUTS2_CODE;NUTS3;NUTS3_CODE;LAU1;LAU1_CODE;LAU2;LAU2_CODE
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802336;Belá;517429;Belá;511;Žilina;5;Žilinský;38609908;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Belá;SK031B517429
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802395;Belá nad Cirochou;520039;Belá nad Cirochou;709;Snina;7;Prešovský;17348273;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Snina;SK0419;Belá nad Cirochou;SK0419520039
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802409;Beladice;500062;Beladice;407;Zlaté Moravce;4;Nitriansky;4982531;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Beladice;SK0237500062
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802417;Pustý Chotár;500062;Beladice;407;Zlaté Moravce;4;Nitriansky;6383086;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Zlaté Moravce;SK0237;Beladice;SK0237500062
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802425;Belejovce;527122;Belejovce;712;Svidník;7;Prešovský;3083796;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Belejovce;SK041C527122
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802433;Belín;514535;Belín;609;Rimavská Sobota;6;Banskobystrický;4196168;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Belín;SK0329514535
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802450;Belina;511234;Belina;606;Lučenec;6;Banskobystrický;6483223;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Belina;SK0326511234
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802468;Belince;542661;Belince;406;Topoľčany;4;Nitriansky;2098415;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Belince;SK0236542661
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802476;Bellova Ves;555517;Bellova Ves;201;Dunajská Streda;2;Trnavský;6929431;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Bellova Ves;SK0211555517
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802484;Beloveža;519065;Beloveža;701;Bardejov;7;Prešovský;10151601;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Beloveža;SK0411519065
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802492;Beluj;516678;Beluj;602;Banská Štiavnica;6;Banskobystrický;22813890;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Štiavnica;SK0322;Beluj;SK0322516678
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802506;Beluša;512851;Beluša;308;Púchov;3;Trenčiansky;36808622;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Púchov;SK0228;Beluša;SK0228512851
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802565;Belža;521167;Belža;806;Košice - okolie;8;Košický;5487975;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Belža;SK0426521167
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802573;Beňadiková;510271;Beňadiková;505;Liptovský Mikuláš;5;Žilinský;4974616;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Beňadiková;SK0315510271
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802581;Beňadikovce;527131;Beňadikovce;712;Svidník;7;Prešovský;12564448;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Beňadikovce;SK041C527131
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802590;Beňadovo;509566;Beňadovo;507;Námestovo;5;Žilinský;6699221;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Námestovo;SK0317;Beňadovo;SK0317509566
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802603;Beňatina;522317;Beňatina;809;Sobrance;8;Košický;18638432;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Beňatina;SK0429522317
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802611;Beniakovce;521175;Beniakovce;806;Košice - okolie;8;Košický;3805432;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Beniakovce;SK0426521175
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802638;Benice;510262;Liptovský Mikuláš;505;Liptovský Mikuláš;5;Žilinský;5175318;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Liptovský Mikuláš;SK0315510262
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802654;Benice;512061;Benice;506;Martin;5;Žilinský;2150764;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Benice;SK0316512061
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802662;Benkovce;544086;Benkovce;713;Vranov nad Topľou;7;Prešovský;8239515;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Vranov nad Topľou;SK041D;Benkovce;SK041D544086
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802671;Beňova Lehota;509540;Dolný Kubín;503;Dolný Kubín;5;Žilinský;4104439;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Dolný Kubín;SK0313509540
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802689;Beňuš;508462;Beňuš;603;Brezno;6;Banskobystrický;26780357;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Brezno;SK0323;Beňuš;SK0323508462
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802727;Beňušovce;510777;Liptovský Trnovec;505;Liptovský Mikuláš;5;Žilinský;1896848;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Liptovský Trnovec;SK0315510777
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802735;Bernolákovo;507814;Bernolákovo;108;Senec;1;Bratislavský;28430875;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Bernolákovo;SK0108507814
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802743;Bertotovce;524191;Bertotovce;707;Prešov;7;Prešovský;8491649;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Bertotovce;SK0417524191
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802760;Beša;502065;Beša;402;Levice;4;Nitriansky;7282095;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Beša;SK0232502065
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802778;Jesenské;556777;Jesenské;402;Levice;4;Nitriansky;3790590;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Jesenské;SK0232556777
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802794;Beša;528137;Beša;807;Michalovce;8;Košický;19535728;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Beša;SK0427528137
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802808;Bešeňov;503070;Bešeňov;404;Nové Zámky;4;Nitriansky;17095838;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Bešeňov;SK0234503070
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802816;Bešeňová;510301;Bešeňová;508;Ružomberok;5;Žilinský;4296979;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Ružomberok;SK0318;Bešeňová;SK0318510301
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802824;Betlanovce;526398;Betlanovce;810;Spišská Nová Ves;8;Košický;10124125;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Spišská Nová Ves;SK042A;Betlanovce;SK042A526398
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802841;Betliar;525545;Betliar;808;Rožňava;8;Košický;24670450;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Betliar;SK0428525545
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802867;Bežovce;522325;Bežovce;809;Sobrance;8;Košický;29507136;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Bežovce;SK0429522325
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802875;Bidovce;521183;Bidovce;806;Košice - okolie;8;Košický;9811795;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Bidovce;SK0426521183
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802905;Biel;528145;Biel;811;Trebišov;8;Košický;7444809;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Biel;SK042B528145
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802913;Bielovce;502073;Bielovce;402;Levice;4;Nitriansky;11362339;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Bielovce;SK0232502073
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802921;Biely Kostol;580473;Biely Kostol;207;Trnava;2;Trnavský;2411104;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Biely Kostol;SK0217580473
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802930;Bijacovce;526401;Bijacovce;704;Levoča;7;Prešovský;16595415;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Levoča;SK0414;Bijacovce;SK0414526401
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802948;Bílkove Humence;504211;Bílkove Humence;205;Senica;2;Trnavský;4095269;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Senica;SK0215;Bílkove Humence;SK0215504211
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802956;Bíňa;503088;Bíňa;404;Nové Zámky;4;Nitriansky;23500579;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Bíňa;SK0234503088
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802972;Bíňovce;506788;Bíňovce;207;Trnava;2;Trnavský;7793810;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Bíňovce;SK0217506788
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802981;Biskupice;542652;Bánovce nad Bebravou;301;Bánovce nad Bebravou;3;Trenčiansky;2936141;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Bánovce nad Bebravou;SK0221;Bánovce nad Bebravou;SK0221542652
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;802999;Biskupice;557315;Biskupice;606;Lučenec;6;Banskobystrický;7879932;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Lučenec;SK0326;Biskupice;SK0326557315
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803006;Biskupová;542695;Biskupová;406;Topoľčany;4;Nitriansky;3304208;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Biskupová;SK0236542695
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803014;Bitarová;547522;Bitarová;511;Žilina;5;Žilinský;3644777;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Bitarová;SK031B547522
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803022;Blahová;501484;Blahová;201;Dunajská Streda;2;Trnavský;11377874;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Blahová;SK0211501484
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803031;Blatná na Ostrove;501492;Blatná na Ostrove;201;Dunajská Streda;2;Trnavský;10778355;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Blatná na Ostrove;SK0211501492
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803057;Blatná Polianka;522333;Blatná Polianka;809;Sobrance;8;Košický;9986205;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Blatná Polianka;SK0429522333
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803065;Blatné;507822;Blatné;108;Senec;1;Bratislavský;16323130;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Blatné;SK0108507822
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803073;Blatné Remety;522341;Blatné Remety;809;Sobrance;8;Košický;6228847;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Blatné Remety;SK0429522341
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803090;Blatné Revištia;522350;Blatné Revištia;809;Sobrance;8;Košický;5155413;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Sobrance;SK0429;Blatné Revištia;SK0429522350
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803103;Blatnica;512079;Blatnica;506;Martin;5;Žilinský;86185786;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Blatnica;SK0316512079
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803111;Blažice;521191;Blažice;806;Košice - okolie;8;Košický;3401369;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Blažice;SK0426521191
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803146;Blažovce;512087;Blažovce;509;Turčianske Teplice;5;Žilinský;3605533;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Blažovce;SK0319512087
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803162;Blesovce;542709;Blesovce;406;Topoľčany;4;Nitriansky;5077676;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Blesovce;SK0236542709
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803171;Blhovce;514543;Blhovce;609;Rimavská Sobota;6;Banskobystrický;18742665;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Blhovce;SK0329514543
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803197;Bobot;505854;Bobot;309;Trenčín;3;Trenčiansky;12093762;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Bobot;SK0229505854
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803201;Bobotská Lehota;505854;Bobot;309;Trenčín;3;Trenčiansky;3985254;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Bobot;SK0229505854
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803219;Bobrov;509582;Bobrov;507;Námestovo;5;Žilinský;25639054;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Námestovo;SK0317;Bobrov;SK0317509582
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803227;Bobrovček;510319;Bobrovček;505;Liptovský Mikuláš;5;Žilinský;3426097;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Bobrovček;SK0315510319
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803235;Bobrovec;510327;Bobrovec;505;Liptovský Mikuláš;5;Žilinský;31132340;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Bobrovec;SK0315510327
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803243;Bobrovník;510335;Bobrovník;505;Liptovský Mikuláš;5;Žilinský;6780081;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Bobrovník;SK0315510335
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803286;Bodice;510262;Liptovský Mikuláš;505;Liptovský Mikuláš;5;Žilinský;5839500;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Liptovský Mikuláš;SK0315510262
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803294;Bodiná;557633;Bodiná;306;Považská Bystrica;3;Trenčiansky;7474896;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Považská Bystrica;SK0226;Bodiná;SK0226557633
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803308;Bodorová;512095;Bodorová;509;Turčianske Teplice;5;Žilinský;2706209;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Bodorová;SK0319512095
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803316;Kevice;512095;Bodorová;509;Turčianske Teplice;5;Žilinský;2408232;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Bodorová;SK0319512095
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803324;Bodovce;524204;Bodovce;708;Sabinov;7;Prešovský;7520030;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Sabinov;SK0418;Bodovce;SK0418524204
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803332;Svätá Mária;528153;Svätá Mária;811;Trebišov;8;Košický;10139243;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Svätá Mária;SK042B528153
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803341;Bodružal;527149;Bodružal;712;Svidník;7;Prešovský;7237803;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Bodružal;SK041C527149
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803359;Bodza;501042;Bodza;401;Komárno;4;Nitriansky;6318239;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Bodza;SK0231501042
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803367;Bodzianske Lúky;555819;Bodzianske Lúky;401;Komárno;4;Nitriansky;5166423;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Bodzianske Lúky;SK0231555819
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803375;Bogliarka;519073;Bogliarka;701;Bardejov;7;Prešovský;9391140;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Bogliarka;SK0411519073
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803383;Bohatá;501140;Hurbanovo;401;Komárno;4;Nitriansky;19084894;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Hurbanovo;SK0231501140
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803413;Bohdanovce;521205;Bohdanovce;806;Košice - okolie;8;Košický;5937908;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Bohdanovce;SK0426521205
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803421;Bohdanovce nad Trnavou;506796;Bohdanovce nad Trnavou;207;Trnava;2;Trnavský;11481602;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Trnava;SK0217;Bohdanovce nad Trnavou;SK0217506796
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803430;Boheľov;501506;Boheľov;201;Dunajská Streda;2;Trnavský;8292428;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Boheľov;SK0211501506
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803448;Bohunice;580937;Bohunice;402;Levice;4;Nitriansky;12833007;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Bohunice;SK0232580937
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803456;Bohunice;582301;Bohunice;302;Ilava;3;Trenčiansky;7035899;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Ilava;SK0222;Bohunice;SK0222582301
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803464;Bohúňovo;525553;Bohúňovo;808;Rožňava;8;Košický;4598871;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Bohúňovo;SK0428525553
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803472;Tiba;525553;Bohúňovo;808;Rožňava;8;Košický;2210038;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Bohúňovo;SK0428525553
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803481;Bojná;542717;Bojná;406;Topoľčany;4;Nitriansky;26290120;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Bojná;SK0236542717
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803499;Malé Dvorany;542717;Bojná;406;Topoľčany;4;Nitriansky;7519081;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Topoľčany;SK0236;Bojná;SK0236542717
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803511;Bojnice;513903;Bojnice;307;Prievidza;3;Trenčiansky;16996805;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Prievidza;SK0227;Bojnice;SK0227513903
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803537;Dubnica;513903;Bojnice;307;Prievidza;3;Trenčiansky;2926393;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Prievidza;SK0227;Bojnice;SK0227513903
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803553;Bojničky;506800;Bojničky;203;Hlohovec;2;Trnavský;9267621;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Hlohovec;SK0213;Bojničky;SK0213506800
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803561;Boľ;528161;Boľ;811;Trebišov;8;Košický;12602754;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Trebišov;SK042B;Boľ;SK042B528161
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;803570;Boldog;503681;Boldog;108;Senec;1;Bratislavský;4495591;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Senec;SK0108;Boldog;SK0108503681
